EnergyConvTech,Year,ModelGeography,SubGeography1,CapacityInstalledInYear
EG_COAL,2021,INDIA,ER,0.613304924
EG_COAL,2021,INDIA,WR,1.317829891
EG_COAL,2021,INDIA,NR,1.3173120156
EG_COAL,2021,INDIA,SR,0.8920929089999998
EG_COAL,2021,INDIA,NER,0.004828801000000001
EG_COAL,2022,INDIA,ER,2.37
EG_COAL,2022,INDIA,WR,1.6
EG_COAL,2022,INDIA,NR,2.64
EG_COAL,2022,INDIA,SR,4.605
EG_COAL,2022,INDIA,NER,0.0
EG_COAL,2023,INDIA,ER,4.35
EG_COAL,2023,INDIA,WR,0.0
EG_COAL,2023,INDIA,NR,5.28
EG_COAL,2023,INDIA,SR,3.1900000000000004
EG_COAL,2023,INDIA,NER,0.0
EG_COAL,2024,INDIA,ER,2.26
EG_COAL,2024,INDIA,WR,0.66
EG_COAL,2024,INDIA,NR,0.0
EG_COAL,2024,INDIA,SR,1.46
EG_COAL,2024,INDIA,NER,0.0
EG_COAL,2025,INDIA,ER,1.32
EG_COAL,2025,INDIA,WR,0.0
EG_COAL,2025,INDIA,NR,1.32
EG_COAL,2025,INDIA,SR,5.46
EG_COAL,2025,INDIA,NER,0.0
EG_COAL,2026,INDIA,ER,2.0953430396103485
EG_COAL,2026,INDIA,WR,0.0
EG_COAL,2026,INDIA,NR,0.0
EG_COAL,2026,INDIA,SR,0.0
EG_COAL,2026,INDIA,NER,0.0
EG_COAL,2027,INDIA,ER,3.74335429
EG_COAL,2027,INDIA,WR,0.0
EG_COAL,2027,INDIA,NR,0.0
EG_COAL,2027,INDIA,SR,2.057395559951538
EG_COAL,2027,INDIA,NER,0.0
EG_COAL,2028,INDIA,ER,3.74335429
EG_COAL,2028,INDIA,WR,0.0
EG_COAL,2028,INDIA,NR,0.0
EG_COAL,2028,INDIA,SR,0.0
EG_COAL,2028,INDIA,NER,0.0
EG_COAL,2029,INDIA,ER,3.74335429
EG_COAL,2029,INDIA,WR,8.332340296
EG_COAL,2029,INDIA,NR,3.799872346
EG_COAL,2029,INDIA,SR,4.053776247
EG_COAL,2029,INDIA,NER,0.07065682200000001
EG_COAL,2030,INDIA,ER,3.74335429
EG_COAL,2030,INDIA,WR,0.0
EG_COAL,2030,INDIA,NR,0.4444896357655119
EG_COAL,2030,INDIA,SR,4.053776247
EG_COAL,2030,INDIA,NER,0.0
EG_COAL,2031,INDIA,ER,0.0
EG_COAL,2031,INDIA,WR,0.0
EG_COAL,2031,INDIA,NR,0.0
EG_COAL,2031,INDIA,SR,0.0
EG_COAL,2031,INDIA,NER,0.0
EG_CCGT,2021,INDIA,ER,0.0
EG_CCGT,2021,INDIA,WR,0.0
EG_CCGT,2021,INDIA,NR,0.0
EG_CCGT,2021,INDIA,SR,0.0
EG_CCGT,2021,INDIA,NER,0.0
EG_CCGT,2022,INDIA,ER,0.0
EG_CCGT,2022,INDIA,WR,0.0
EG_CCGT,2022,INDIA,NR,0.0
EG_CCGT,2022,INDIA,SR,0.37
EG_CCGT,2022,INDIA,NER,0.03615
EG_CCGT,2023,INDIA,ER,0.0
EG_CCGT,2023,INDIA,WR,0.0
EG_CCGT,2023,INDIA,NR,0.0
EG_CCGT,2023,INDIA,SR,0.0
EG_CCGT,2023,INDIA,NER,0.0
EG_CCGT,2024,INDIA,ER,0.0
EG_CCGT,2024,INDIA,WR,0.0
EG_CCGT,2024,INDIA,NR,0.0
EG_CCGT,2024,INDIA,SR,0.0
EG_CCGT,2024,INDIA,NER,0.0
EG_CCGT,2025,INDIA,ER,0.0
EG_CCGT,2025,INDIA,WR,0.0
EG_CCGT,2025,INDIA,NR,0.0
EG_CCGT,2025,INDIA,SR,0.0
EG_CCGT,2025,INDIA,NER,0.0
EG_CCGT,2026,INDIA,ER,0.0
EG_CCGT,2026,INDIA,WR,0.0
EG_CCGT,2026,INDIA,NR,0.0
EG_CCGT,2026,INDIA,SR,0.0
EG_CCGT,2026,INDIA,NER,0.0
EG_CCGT,2027,INDIA,ER,0.0
EG_CCGT,2027,INDIA,WR,0.0
EG_CCGT,2027,INDIA,NR,0.0
EG_CCGT,2027,INDIA,SR,0.0
EG_CCGT,2027,INDIA,NER,0.0
EG_CCGT,2028,INDIA,ER,0.0
EG_CCGT,2028,INDIA,WR,0.0
EG_CCGT,2028,INDIA,NR,0.0
EG_CCGT,2028,INDIA,SR,0.0
EG_CCGT,2028,INDIA,NER,0.0
EG_CCGT,2029,INDIA,ER,0.025669067000000004
EG_CCGT,2029,INDIA,WR,0.461069518
EG_CCGT,2029,INDIA,NR,0.209444633
EG_CCGT,2029,INDIA,SR,0.2373484464
EG_CCGT,2029,INDIA,NER,0.066468335
EG_CCGT,2030,INDIA,ER,0.0
EG_CCGT,2030,INDIA,WR,0.0
EG_CCGT,2030,INDIA,NR,0.0
EG_CCGT,2030,INDIA,SR,0.0
EG_CCGT,2030,INDIA,NER,0.0
EG_CCGT,2031,INDIA,ER,0.0
EG_CCGT,2031,INDIA,WR,0.0
EG_CCGT,2031,INDIA,NR,0.0
EG_CCGT,2031,INDIA,SR,0.0
EG_CCGT,2031,INDIA,NER,0.0
EG_OCGT,2021,INDIA,ER,0.0
EG_OCGT,2021,INDIA,WR,0.0
EG_OCGT,2021,INDIA,NR,0.0
EG_OCGT,2021,INDIA,SR,0.0
EG_OCGT,2021,INDIA,NER,0.0
EG_OCGT,2022,INDIA,ER,0.0
EG_OCGT,2022,INDIA,WR,0.0
EG_OCGT,2022,INDIA,NR,0.0
EG_OCGT,2022,INDIA,SR,0.0
EG_OCGT,2022,INDIA,NER,0.0
EG_OCGT,2023,INDIA,ER,0.0
EG_OCGT,2023,INDIA,WR,0.0
EG_OCGT,2023,INDIA,NR,0.0
EG_OCGT,2023,INDIA,SR,0.0
EG_OCGT,2023,INDIA,NER,0.0
EG_OCGT,2024,INDIA,ER,0.0
EG_OCGT,2024,INDIA,WR,0.0
EG_OCGT,2024,INDIA,NR,0.0
EG_OCGT,2024,INDIA,SR,0.0
EG_OCGT,2024,INDIA,NER,0.0
EG_OCGT,2025,INDIA,ER,0.0
EG_OCGT,2025,INDIA,WR,0.0
EG_OCGT,2025,INDIA,NR,0.0
EG_OCGT,2025,INDIA,SR,0.0
EG_OCGT,2025,INDIA,NER,0.0
EG_OCGT,2026,INDIA,ER,0.0
EG_OCGT,2026,INDIA,WR,0.0
EG_OCGT,2026,INDIA,NR,0.0
EG_OCGT,2026,INDIA,SR,0.0
EG_OCGT,2026,INDIA,NER,0.0
EG_OCGT,2027,INDIA,ER,0.0770072
EG_OCGT,2027,INDIA,WR,1.3832085549999997
EG_OCGT,2027,INDIA,NR,0.628333899
EG_OCGT,2027,INDIA,SR,0.7120453401000001
EG_OCGT,2027,INDIA,NER,0.199405005
EG_OCGT,2028,INDIA,ER,0.0770072
EG_OCGT,2028,INDIA,WR,1.3832085549999997
EG_OCGT,2028,INDIA,NR,0.628333899
EG_OCGT,2028,INDIA,SR,0.7120453401000001
EG_OCGT,2028,INDIA,NER,0.199405005
EG_OCGT,2029,INDIA,ER,0.0770072
EG_OCGT,2029,INDIA,WR,1.3832085549999997
EG_OCGT,2029,INDIA,NR,0.628333899
EG_OCGT,2029,INDIA,SR,0.7120453401000001
EG_OCGT,2029,INDIA,NER,0.199405005
EG_OCGT,2030,INDIA,ER,0.0770072
EG_OCGT,2030,INDIA,WR,1.3832085549999997
EG_OCGT,2030,INDIA,NR,0.628333899
EG_OCGT,2030,INDIA,SR,0.7120453401000001
EG_OCGT,2030,INDIA,NER,0.199405005
EG_OCGT,2031,INDIA,ER,0.0
EG_OCGT,2031,INDIA,WR,0.0
EG_OCGT,2031,INDIA,NR,0.0
EG_OCGT,2031,INDIA,SR,0.0
EG_OCGT,2031,INDIA,NER,0.0
EG_PHWR,2021,INDIA,ER,0.0
EG_PHWR,2021,INDIA,WR,0.0
EG_PHWR,2021,INDIA,NR,0.0
EG_PHWR,2021,INDIA,SR,0.0
EG_PHWR,2021,INDIA,NER,0.0
EG_PHWR,2022,INDIA,ER,0.0
EG_PHWR,2022,INDIA,WR,0.7
EG_PHWR,2022,INDIA,NR,0.0
EG_PHWR,2022,INDIA,SR,0.0
EG_PHWR,2022,INDIA,NER,0.0
EG_PHWR,2023,INDIA,ER,0.0
EG_PHWR,2023,INDIA,WR,0.0
EG_PHWR,2023,INDIA,NR,0.7
EG_PHWR,2023,INDIA,SR,0.0
EG_PHWR,2023,INDIA,NER,0.0
EG_PHWR,2024,INDIA,ER,0.0
EG_PHWR,2024,INDIA,WR,0.7
EG_PHWR,2024,INDIA,NR,0.0
EG_PHWR,2024,INDIA,SR,0.0
EG_PHWR,2024,INDIA,NER,0.0
EG_PHWR,2025,INDIA,ER,0.0
EG_PHWR,2025,INDIA,WR,0.0
EG_PHWR,2025,INDIA,NR,0.7
EG_PHWR,2025,INDIA,SR,0.0
EG_PHWR,2025,INDIA,NER,0.0
EG_PHWR,2026,INDIA,ER,0.0
EG_PHWR,2026,INDIA,WR,0.0
EG_PHWR,2026,INDIA,NR,0.0
EG_PHWR,2026,INDIA,SR,0.0
EG_PHWR,2026,INDIA,NER,0.0
EG_PHWR,2027,INDIA,ER,0.0
EG_PHWR,2027,INDIA,WR,0.0
EG_PHWR,2027,INDIA,NR,0.0
EG_PHWR,2027,INDIA,SR,1.0
EG_PHWR,2027,INDIA,NER,0.0
EG_PHWR,2028,INDIA,ER,0.0
EG_PHWR,2028,INDIA,WR,0.0
EG_PHWR,2028,INDIA,NR,0.0
EG_PHWR,2028,INDIA,SR,1.0
EG_PHWR,2028,INDIA,NER,0.0
EG_PHWR,2029,INDIA,ER,0.0
EG_PHWR,2029,INDIA,WR,0.0
EG_PHWR,2029,INDIA,NR,0.0
EG_PHWR,2029,INDIA,SR,0.0
EG_PHWR,2029,INDIA,NER,0.0
EG_PHWR,2030,INDIA,ER,0.0
EG_PHWR,2030,INDIA,WR,0.0
EG_PHWR,2030,INDIA,NR,0.0
EG_PHWR,2030,INDIA,SR,0.0
EG_PHWR,2030,INDIA,NER,0.0
EG_PHWR,2031,INDIA,ER,0.0
EG_PHWR,2031,INDIA,WR,0.0
EG_PHWR,2031,INDIA,NR,0.0
EG_PHWR,2031,INDIA,SR,0.0
EG_PHWR,2031,INDIA,NER,0.0
EG_LH,2021,INDIA,ER,0.0
EG_LH,2021,INDIA,WR,0.1185
EG_LH,2021,INDIA,NR,0.133
EG_LH,2021,INDIA,SR,0.0
EG_LH,2021,INDIA,NER,0.431
EG_LH,2022,INDIA,ER,0.02
EG_LH,2022,INDIA,WR,0.066666667
EG_LH,2022,INDIA,NR,1.063416666
EG_LH,2022,INDIA,SR,0.176666667
EG_LH,2022,INDIA,NER,0.525
EG_LH,2023,INDIA,ER,0.02
EG_LH,2023,INDIA,WR,0.066666667
EG_LH,2023,INDIA,NR,1.063416666
EG_LH,2023,INDIA,SR,0.176666667
EG_LH,2023,INDIA,NER,0.525
EG_LH,2024,INDIA,ER,0.02
EG_LH,2024,INDIA,WR,0.066666667
EG_LH,2024,INDIA,NR,1.063416666
EG_LH,2024,INDIA,SR,0.176666667
EG_LH,2024,INDIA,NER,0.525
EG_LH,2025,INDIA,ER,0.02
EG_LH,2025,INDIA,WR,0.066666667
EG_LH,2025,INDIA,NR,1.063416666
EG_LH,2025,INDIA,SR,0.176666667
EG_LH,2025,INDIA,NER,0.525
EG_LH,2026,INDIA,ER,0.02
EG_LH,2026,INDIA,WR,0.066666667
EG_LH,2026,INDIA,NR,1.063416666
EG_LH,2026,INDIA,SR,0.176666667
EG_LH,2026,INDIA,NER,0.525
EG_LH,2027,INDIA,ER,0.02
EG_LH,2027,INDIA,WR,0.066666667
EG_LH,2027,INDIA,NR,1.066423634
EG_LH,2027,INDIA,SR,0.176666667
EG_LH,2027,INDIA,NER,0.525
EG_LH,2028,INDIA,ER,0.0
EG_LH,2028,INDIA,WR,0.0
EG_LH,2028,INDIA,NR,0.0
EG_LH,2028,INDIA,SR,0.0
EG_LH,2028,INDIA,NER,0.0
EG_LH,2029,INDIA,ER,0.0
EG_LH,2029,INDIA,WR,0.0
EG_LH,2029,INDIA,NR,0.384901285
EG_LH,2029,INDIA,SR,0.094796375
EG_LH,2029,INDIA,NER,0.0
EG_LH,2030,INDIA,ER,0.0
EG_LH,2030,INDIA,WR,0.0
EG_LH,2030,INDIA,NR,0.384901285
EG_LH,2030,INDIA,SR,0.0
EG_LH,2030,INDIA,NER,0.0
EG_LH,2031,INDIA,ER,0.0
EG_LH,2031,INDIA,WR,0.0
EG_LH,2031,INDIA,NR,0.0
EG_LH,2031,INDIA,SR,0.0
EG_LH,2031,INDIA,NER,0.0
EG_SH,2021,INDIA,ER,0.024005
EG_SH,2021,INDIA,WR,0.013795
EG_SH,2021,INDIA,NR,0.0541
EG_SH,2021,INDIA,SR,0.008
EG_SH,2021,INDIA,NER,0.0
EG_SH,2022,INDIA,ER,0.0
EG_SH,2022,INDIA,WR,0.0
EG_SH,2022,INDIA,NR,0.342527263
EG_SH,2022,INDIA,SR,0.0
EG_SH,2022,INDIA,NER,0.0
EG_SH,2023,INDIA,ER,0.0
EG_SH,2023,INDIA,WR,0.0
EG_SH,2023,INDIA,NR,0.342527263
EG_SH,2023,INDIA,SR,0.0
EG_SH,2023,INDIA,NER,0.0
EG_SH,2024,INDIA,ER,0.0
EG_SH,2024,INDIA,WR,0.0
EG_SH,2024,INDIA,NR,0.342527263
EG_SH,2024,INDIA,SR,0.0
EG_SH,2024,INDIA,NER,0.0
EG_SH,2025,INDIA,ER,0.0
EG_SH,2025,INDIA,WR,0.0
EG_SH,2025,INDIA,NR,0.342527263
EG_SH,2025,INDIA,SR,0.0
EG_SH,2025,INDIA,NER,0.0
EG_SH,2026,INDIA,ER,0.0
EG_SH,2026,INDIA,WR,0.0
EG_SH,2026,INDIA,NR,0.342527263
EG_SH,2026,INDIA,SR,0.4016285060000001
EG_SH,2026,INDIA,NER,0.0
EG_SH,2027,INDIA,ER,0.0
EG_SH,2027,INDIA,WR,0.0
EG_SH,2027,INDIA,NR,0.342527263
EG_SH,2027,INDIA,SR,0.4016285060000001
EG_SH,2027,INDIA,NER,0.0
EG_SH,2028,INDIA,ER,0.0
EG_SH,2028,INDIA,WR,0.0
EG_SH,2028,INDIA,NR,0.342527263
EG_SH,2028,INDIA,SR,0.4016285060000001
EG_SH,2028,INDIA,NER,0.0
EG_SH,2029,INDIA,ER,0.0
EG_SH,2029,INDIA,WR,0.0
EG_SH,2029,INDIA,NR,0.342527263
EG_SH,2029,INDIA,SR,0.4016285060000001
EG_SH,2029,INDIA,NER,0.072351833
EG_SH,2030,INDIA,ER,0.0
EG_SH,2030,INDIA,WR,0.0
EG_SH,2030,INDIA,NR,0.342527263
EG_SH,2030,INDIA,SR,0.4016285060000001
EG_SH,2030,INDIA,NER,0.01826888348789753
EG_SH,2031,INDIA,ER,0.0
EG_SH,2031,INDIA,WR,0.0
EG_SH,2031,INDIA,NR,0.0
EG_SH,2031,INDIA,SR,0.0
EG_SH,2031,INDIA,NER,0.0
EG_BIOMASS,2021,INDIA,ER,0.0035
EG_BIOMASS,2021,INDIA,WR,0.0707
EG_BIOMASS,2021,INDIA,NR,0.16629999999999998
EG_BIOMASS,2021,INDIA,SR,0.04944
EG_BIOMASS,2021,INDIA,NER,0.002
EG_BIOMASS,2022,INDIA,ER,0.0
EG_BIOMASS,2022,INDIA,WR,0.0
EG_BIOMASS,2022,INDIA,NR,0.0
EG_BIOMASS,2022,INDIA,SR,0.0
EG_BIOMASS,2022,INDIA,NER,0.0
EG_BIOMASS,2023,INDIA,ER,0.0
EG_BIOMASS,2023,INDIA,WR,0.0
EG_BIOMASS,2023,INDIA,NR,0.0
EG_BIOMASS,2023,INDIA,SR,0.0
EG_BIOMASS,2023,INDIA,NER,0.0
EG_BIOMASS,2024,INDIA,ER,0.0
EG_BIOMASS,2024,INDIA,WR,0.0
EG_BIOMASS,2024,INDIA,NR,0.0
EG_BIOMASS,2024,INDIA,SR,0.0
EG_BIOMASS,2024,INDIA,NER,0.0
EG_BIOMASS,2025,INDIA,ER,0.0
EG_BIOMASS,2025,INDIA,WR,0.0
EG_BIOMASS,2025,INDIA,NR,0.0
EG_BIOMASS,2025,INDIA,SR,0.0
EG_BIOMASS,2025,INDIA,NER,0.0
EG_BIOMASS,2026,INDIA,ER,0.0
EG_BIOMASS,2026,INDIA,WR,0.0
EG_BIOMASS,2026,INDIA,NR,0.0
EG_BIOMASS,2026,INDIA,SR,0.0
EG_BIOMASS,2026,INDIA,NER,0.0
EG_BIOMASS,2027,INDIA,ER,0.0
EG_BIOMASS,2027,INDIA,WR,0.0
EG_BIOMASS,2027,INDIA,NR,0.0
EG_BIOMASS,2027,INDIA,SR,0.0
EG_BIOMASS,2027,INDIA,NER,0.0
EG_BIOMASS,2028,INDIA,ER,0.0
EG_BIOMASS,2028,INDIA,WR,0.0
EG_BIOMASS,2028,INDIA,NR,0.0
EG_BIOMASS,2028,INDIA,SR,0.0
EG_BIOMASS,2028,INDIA,NER,0.0
EG_BIOMASS,2029,INDIA,ER,0.0
EG_BIOMASS,2029,INDIA,WR,0.0
EG_BIOMASS,2029,INDIA,NR,0.0
EG_BIOMASS,2029,INDIA,SR,0.0
EG_BIOMASS,2029,INDIA,NER,0.0
EG_BIOMASS,2030,INDIA,ER,0.0
EG_BIOMASS,2030,INDIA,WR,0.0
EG_BIOMASS,2030,INDIA,NR,0.0
EG_BIOMASS,2030,INDIA,SR,0.0
EG_BIOMASS,2030,INDIA,NER,0.0
EG_BIOMASS,2031,INDIA,ER,0.0
EG_BIOMASS,2031,INDIA,WR,0.0
EG_BIOMASS,2031,INDIA,NR,0.0
EG_BIOMASS,2031,INDIA,SR,0.0
EG_BIOMASS,2031,INDIA,NER,0.0
EG_SOLARPV,2021,INDIA,ER,0.05743
EG_SOLARPV,2021,INDIA,WR,1.919603503
EG_SOLARPV,2021,INDIA,NR,1.157941047
EG_SOLARPV,2021,INDIA,SR,1.5354884330000003
EG_SOLARPV,2021,INDIA,NER,0.00297
EG_SOLARPV,2022,INDIA,ER,0.04414
EG_SOLARPV,2022,INDIA,WR,1.43066951
EG_SOLARPV,2022,INDIA,NR,5.751859194
EG_SOLARPV,2022,INDIA,SR,1.4697930499999998
EG_SOLARPV,2022,INDIA,NER,0.03
EG_SOLARPV,2023,INDIA,ER,0.24880258733921412
EG_SOLARPV,2023,INDIA,WR,3.9339840299999995
EG_SOLARPV,2023,INDIA,NR,12.594085822999999
EG_SOLARPV,2023,INDIA,SR,2.1517642340000003
EG_SOLARPV,2023,INDIA,NER,1.248997594
EG_SOLARPV,2024,INDIA,ER,1.6418070029999998
EG_SOLARPV,2024,INDIA,WR,5.586779049
EG_SOLARPV,2024,INDIA,NR,15.734115187
EG_SOLARPV,2024,INDIA,SR,2.8690189790000002
EG_SOLARPV,2024,INDIA,NER,0.7072869318249857
EG_SOLARPV,2025,INDIA,ER,0.0
EG_SOLARPV,2025,INDIA,WR,6.044506817
EG_SOLARPV,2025,INDIA,NR,11.235298048999999
EG_SOLARPV,2025,INDIA,SR,3.5862737239999998
EG_SOLARPV,2025,INDIA,NER,0.0
EG_SOLARPV,2026,INDIA,ER,0.0
EG_SOLARPV,2026,INDIA,WR,7.253408179999999
EG_SOLARPV,2026,INDIA,NR,13.482357657
EG_SOLARPV,2026,INDIA,SR,4.303528469
EG_SOLARPV,2026,INDIA,NER,0.0
EG_SOLARPV,2027,INDIA,ER,0.0
EG_SOLARPV,2027,INDIA,WR,7.253408179999999
EG_SOLARPV,2027,INDIA,NR,13.482357657
EG_SOLARPV,2027,INDIA,SR,4.303528469
EG_SOLARPV,2027,INDIA,NER,0.0
EG_SOLARPV,2028,INDIA,ER,0.8776686207966093
EG_SOLARPV,2028,INDIA,WR,7.253408179999999
EG_SOLARPV,2028,INDIA,NR,13.482357657
EG_SOLARPV,2028,INDIA,SR,4.303528469
EG_SOLARPV,2028,INDIA,NER,0.19505046872321355
EG_SOLARPV,2029,INDIA,ER,2.462710506
EG_SOLARPV,2029,INDIA,WR,7.253408179999999
EG_SOLARPV,2029,INDIA,NR,13.482357657
EG_SOLARPV,2029,INDIA,SR,4.303528469
EG_SOLARPV,2029,INDIA,NER,0.7532561849014641
EG_SOLARPV,2030,INDIA,ER,1.9676384342830318
EG_SOLARPV,2030,INDIA,WR,7.253408179999999
EG_SOLARPV,2030,INDIA,NR,13.482357657
EG_SOLARPV,2030,INDIA,SR,4.303528469
EG_SOLARPV,2030,INDIA,NER,0.08828359217924375
EG_SOLARPV,2031,INDIA,ER,2.136178712236976
EG_SOLARPV,2031,INDIA,WR,0.0
EG_SOLARPV,2031,INDIA,NR,13.482357657
EG_SOLARPV,2031,INDIA,SR,4.303528469
EG_SOLARPV,2031,INDIA,NER,0.6978828804801688
EG_WIND,2021,INDIA,ER,0.0
EG_WIND,2021,INDIA,WR,0.929915545
EG_WIND,2021,INDIA,NR,0.027659495
EG_WIND,2021,INDIA,SR,0.304417333
EG_WIND,2021,INDIA,NER,0.0
EG_WIND,2022,INDIA,ER,0.0004
EG_WIND,2022,INDIA,WR,2.494702872
EG_WIND,2022,INDIA,NR,0.002302576
EG_WIND,2022,INDIA,SR,0.626582736
EG_WIND,2022,INDIA,NER,0.0
EG_WIND,2023,INDIA,ER,0.0006
EG_WIND,2023,INDIA,WR,2.920636735
EG_WIND,2023,INDIA,NR,0.003453865
EG_WIND,2023,INDIA,SR,1.486512849
EG_WIND,2023,INDIA,NER,0.0
EG_WIND,2024,INDIA,ER,0.112756968
EG_WIND,2024,INDIA,WR,3.4892396741999994
EG_WIND,2024,INDIA,NR,1.1128938171
EG_WIND,2024,INDIA,SR,2.549322171
EG_WIND,2024,INDIA,NER,0.004503018
EG_WIND,2025,INDIA,ER,0.18792828
EG_WIND,2025,INDIA,WR,3.7008733769999997
EG_WIND,2025,INDIA,NR,1.8548230281
EG_WIND,2025,INDIA,SR,4.248870284
EG_WIND,2025,INDIA,NER,0.007505031
EG_WIND,2026,INDIA,ER,0.263099592
EG_WIND,2026,INDIA,WR,5.18122273
EG_WIND,2026,INDIA,NR,2.5967522371999996
EG_WIND,2026,INDIA,SR,5.948418398
EG_WIND,2026,INDIA,NER,0.010507043
EG_WIND,2027,INDIA,ER,0.263099592
EG_WIND,2027,INDIA,WR,5.18122273
EG_WIND,2027,INDIA,NR,2.5967522371999996
EG_WIND,2027,INDIA,SR,5.948418398
EG_WIND,2027,INDIA,NER,0.010507043
EG_WIND,2028,INDIA,ER,0.263099592
EG_WIND,2028,INDIA,WR,5.18122273
EG_WIND,2028,INDIA,NR,2.5967522371999996
EG_WIND,2028,INDIA,SR,5.948418398
EG_WIND,2028,INDIA,NER,0.010507043
EG_WIND,2029,INDIA,ER,0.263099592
EG_WIND,2029,INDIA,WR,5.18122273
EG_WIND,2029,INDIA,NR,2.5967522371999996
EG_WIND,2029,INDIA,SR,5.948418398
EG_WIND,2029,INDIA,NER,0.010507043
EG_WIND,2030,INDIA,ER,0.263099592
EG_WIND,2030,INDIA,WR,5.18122273
EG_WIND,2030,INDIA,NR,2.5967522371999996
EG_WIND,2030,INDIA,SR,5.948418398
EG_WIND,2030,INDIA,NER,0.010507043
EG_WIND,2031,INDIA,ER,0.263099592
EG_WIND,2031,INDIA,WR,5.18122273
EG_WIND,2031,INDIA,NR,2.5967522371999996
EG_WIND,2031,INDIA,SR,5.948418398
EG_WIND,2031,INDIA,NER,0.010507043
RF_MS,2021,INDIA,,0.0
RF_MS,2022,INDIA,,1.0663478214191673
RF_MS,2023,INDIA,,3.019556904493102
RF_MS,2024,INDIA,,3.11920346706819
RF_MS,2025,INDIA,,3.518502579
RF_MS,2026,INDIA,,2.9891197468046267
RF_MS,2027,INDIA,,3.385385619883597
RF_MS,2028,INDIA,,3.5037965964802673
RF_MS,2029,INDIA,,3.617767754242997
RF_MS,2030,INDIA,,3.726895641519456
RF_MS,2031,INDIA,,3.8308151725880673
RF_HSD,2021,INDIA,,0.0
RF_HSD,2022,INDIA,,0.99571469
RF_HSD,2023,INDIA,,7.923346685
RF_HSD,2024,INDIA,,2.330396084
RF_HSD,2025,INDIA,,10.16900109
RF_HSD,2026,INDIA,,2.118541894
RF_HSD,2027,INDIA,,0.0
RF_HSD,2028,INDIA,,4.237083789
RF_HSD,2029,INDIA,,0.0
RF_HSD,2030,INDIA,,0.0
RF_HSD,2031,INDIA,,3.050700328
RF_ATF,2021,INDIA,,0.0
RF_ATF,2022,INDIA,,0.28130185558229204
RF_ATF,2023,INDIA,,1.023077823
RF_ATF,2024,INDIA,,0.300905242
RF_ATF,2025,INDIA,,1.313041056
RF_ATF,2026,INDIA,,0.27355022
RF_ATF,2027,INDIA,,0.04671330172441124
RF_ATF,2028,INDIA,,0.6586358386952119
RF_ATF,2029,INDIA,,0.6877266159235629
RF_ATF,2030,INDIA,,0.7177297533029519
RF_ATF,2031,INDIA,,0.7486569292415054
RF_LPG,2021,INDIA,,0.8308973867977993
RF_LPG,2022,INDIA,,1.5422647110753307
RF_LPG,2023,INDIA,,1.189621408505552
RF_LPG,2024,INDIA,,1.1694163561040307
RF_LPG,2025,INDIA,,1.1366225675467674
RF_LPG,2026,INDIA,,1.094342716080079
RF_LPG,2027,INDIA,,1.0280852136900909
RF_LPG,2028,INDIA,,0.969438145211597
RF_LPG,2029,INDIA,,0.883959479764599
RF_LPG,2030,INDIA,,0.8015816432435977
RF_LPG,2031,INDIA,,0.6879311684714732
RF_OTHERPP,2021,INDIA,,0.0
RF_OTHERPP,2022,INDIA,,0.298574818
RF_OTHERPP,2023,INDIA,,2.375893236
RF_OTHERPP,2024,INDIA,,0.698792128
RF_OTHERPP,2025,INDIA,,3.049274742
RF_OTHERPP,2026,INDIA,,0.635265571
RF_OTHERPP,2027,INDIA,,0.0
RF_OTHERPP,2028,INDIA,,1.422857434455925
RF_OTHERPP,2029,INDIA,,2.7349458702417553
RF_OTHERPP,2030,INDIA,,2.865050389389333
RF_OTHERPP,2031,INDIA,,2.996160949585561
